Período;Região;Instituição;Localização Geográfica;Nº Dias de Internamento;Lotação Praticada;Taxa Anual de Ocupação em Internamento
2018-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;65976;306;78.7
2018-09;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;77906;321;88.6
2018-09;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;257791;1047;89.9
2018-09;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;192806;791;89.0
2018-09;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;141232;575;89.7
2018-09;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;30109;143;76.9
2018-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;84330;339;90.8
2018-09;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;96331;398;88.4
2018-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;51227;215;78.3
2018-10;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;250891;948;86.9
2018-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;73053;306;78.4
2018-10;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;107260;401;87.9
2018-10;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;168633;627;88.4
2018-10;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;6071;28;71.2
2018-10;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;49337;225;72.0
2018-10;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;351117;1229;93.9
2018-10;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;95463;376;83.4
2018-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;284664;1066;87.7
2018-10;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;125224;433;95.0
2018-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;220967;733;99.0
2018-10;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;153767;578;87.4
2018-10;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;176110;658;87.9
2018-10;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;45896;210;71.8
2018-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;80507;306;78.6
2018-11;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;117640;404;87.0
2018-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;185708;627;88.5
2018-11;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;79876;282;84.6
2018-11;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;106290;355;89.4
2018-11;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;168688;578;87.2
2018-11;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;97464;343;84.9
2018-12;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;24168;88;75.2
2018-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;114098;376;83.1
2018-12;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;337852;1069;86.5
2018-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;141793;416;93.3
2018-12;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;150828;439;94.1
2018-12;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;123414;442;76.4
2018-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;181413;563;88.2
2018-12;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;183388;578;86.9
2018-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;168503;564;81.8
2018-12;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;38117;117;89.2
2018-12;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;105724;341;84.9
2019-01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;18133;627;95.0
2019-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;36041;1270;93.2
2019-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;23655;764;101.7
2019-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;17591;561;103.0
2019-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;16532;578;94.0
2019-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;10307;352;96.2
2019-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;11198;398;92.4
2019-02;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;28036;504;91.4
2019-02;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;23325;428;89.5
2019-02;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;6843;164;68.5
2019-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;39064;806;79.6
2019-02;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;17858;334;87.8
2019-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;23790;416;93.9
2019-02;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;15594;277;92.5
2019-02;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;13902;247;92.5
2019-02;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;44943;767;96.3
2019-02;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;7026;143;80.7
2019-02;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;7010;117;98.4
2019-02;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;18516;345;88.2
2019-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;19859;352;92.7
2019-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;18603;238;85.6
2019-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;41450;504;90.1
2019-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;24222;325;81.6
2019-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;14694;225;71.5
2019-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;58456;806;79.4
2019-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;36218;416;95.3
2019-03;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;23764;277;94.0
2019-03;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;21442;282;83.3
2019-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;69411;766;99.2
2019-03;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;34489;366;103.2
2019-03;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;48202;578;91.3
2019-03;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;13032;92;155.1
2019-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;29990;353;93.0
2019-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;45755;414;90.8
2019-04;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;1592;18;72.6
2019-04;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;42994;442;79.9
2019-04;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;87031;791;90.4
2019-04;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;14296;143;82.1
2019-04;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;55457;554;82.2
2019-04;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;37081;345;88.3
2019-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;44579;398;92.0
2019-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;39815;284;92.1
2019-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;15802;118;88.0
2019-05;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;96761;788;80.7
2019-05;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;44239;323;90.0
2019-05;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;16950;119;93.6
2019-05;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;53384;442;79.4
2019-05;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;84593;600;92.6
2019-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;116243;757;100.9
2019-05;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;89964;658;89.8
2019-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;49918;349;94.0
2019-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;55486;398;91.6
2019-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;35599;237;82.2
2019-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;115002;785;80.2
2019-06;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;52794;323;89.5
2019-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;70754;415;93.4
2019-06;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;19946;119;91.8
2019-06;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;46942;277;92.8
2019-06;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;78763;434;99.4
2019-06;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;80258;450;97.7
2019-07;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;68861;377;85.7
2019-07;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;49575;285;81.6
2019-07;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;29400;88;156.8
2019-08;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;59866;281;87.5
2019-08;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;86828;391;91.2
2019-08;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;136901;627;89.7
2019-08;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;29326;154;78.2
2019-08;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;61119;315;79.7
2019-08;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;152573;775;80.8
2019-08;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;69575;323;88.5
2019-08;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;81813;400;84.0
2019-08;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;134637;600;92.2
2019-08;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;123357;578;87.6
2019-08;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;142469;658;88.9
2019-09;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;67908;290;85.5
2019-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;118647;498;87.0
2019-09;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;16487;85;70.8
2019-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;309059;1254;90.0
2019-09;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;255212;1047;89.0
2019-09;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;103615;411;92.0
2019-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;200368;733;99.8
2019-09;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;117905;450;95.6
2019-09;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;138128;578;87.2
2019-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;70412;377;68.2
2019-10;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;256755;921;91.6
2019-10;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;3997;18;73.0
2019-10;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;86249;323;87.7
2019-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;284660;1050;89.1
2019-10;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;32850;119;90.7
2019-10;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;127543;429;97.7
2019-10;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;70285;285;81.0
2019-10;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;96716;346;91.8
2019-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;82269;307;80.0
2019-11;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;118598;408;86.8
2019-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;188951;627;90.0
2019-11;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;20523;85;72.1
2019-11;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;4288;18;71.2
2019-11;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;95026;323;87.9
2019-11;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;113948;366;93.0
2019-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;119605;398;89.8
2019-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;130169;410;86.9
2019-12;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;103838;325;87.5
2019-12;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;38934;119;89.6
2019-12;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;84025;285;80.7
2019-12;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;49950;93;147.0
2019-12;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;92786;375;67.7
2020-01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;8066;290;91.4
2020-01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;43039;1702;83.1
2020-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;31743;1053;99.0
2020-01;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;3177;120;87.0
2020-01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;11195;313;117.5
2020-01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;18366;585;103.1
2020-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;12211;366;109.6
2020-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;4072;143;93.6
2020-02;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;15378;290;87.1
2020-02;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;21440;423;83.3
2020-02;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;35712;627;93.6
2020-02;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;793;18;72.4
2020-02;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;20826;386;88.6
2020-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;39399;791;81.8
2020-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;23760;416;93.8
2020-02;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;22559;426;87.0
2020-02;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;13597;247;90.4
2020-02;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;23831;366;107.0
2020-02;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;32517;553;96.6
2020-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;20249;350;95.0
2020-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;17080;354;79.3
2020-03;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;1159;18;70.5
2020-03;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;83950;1029;89.3
2020-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;87905;1120;86.0
2020-03;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;10885;67;177.9
2020-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;24112;354;74.6
2020-04;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;25826;290;73.1
2020-04;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;47506;508;76.8
2020-04;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;28133;321;72.0
2020-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;124668;1207;84.8
2020-04;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;68151;755;74.1
2020-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;43139;414;85.6
2020-04;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;50880;417;100.2
2020-04;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;24762;235;86.5
2020-04;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;13123;72;149.7
2020-04;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;31789;345;75.7
2020-04;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;35951;357;82.7
2020-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;14956;137;71.7
2020-05;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;3641;28;85.4
2020-05;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;46148;386;78.6
2020-05;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;40219;316;83.6
2020-05;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;47235;313;99.2
2020-05;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;51531;366;92.5
2020-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;43724;378;76.0
2020-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;35370;370;62.8
2020-06;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;37092;290;70.0
2020-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;31345;197;87.1
2020-06;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;199754;1508;72.5
2020-06;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;4071;28;79.6
2020-06;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;19898;179;60.9
2020-06;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;26608;205;71.1
2020-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;179873;1189;82.8
2020-06;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;145889;972;82.2
2020-06;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;74350;424;96.0
2020-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;155947;1108;77.1
2020-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;19361;143;74.1
2020-06;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;80687;553;79.9
2020-06;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;18571;117;86.9
2020-07;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;53967;318;79.7
2020-07;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;47033;277;79.7
2020-07;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;66304;392;79.4
2020-07;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;130208;789;77.5
2020-07;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;104203;559;87.5
2020-07;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;42359;285;69.8
2020-07;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;180463;1109;76.4
2020-07;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;138926;761;85.7
2020-07;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;22044;143;72.4
2020-07;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;47434;370;60.2
2020-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;35840;206;71.4
2020-08;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;53028;305;71.4
2020-08;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;2347;18;53.5
2020-08;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;26689;152;72.1
2020-08;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;33374;216;63.5
2020-08;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;238428;1140;85.9
2020-08;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;61390;320;78.8
2020-08;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;97163;416;95.9
2020-08;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;48307;285;69.6
2020-08;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;47490;255;76.5
2020-08;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;100376;461;89.4
2020-08;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;22032;79;114.5
2020-08;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;23522;117;82.6
2020-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;27087;127;77.9
2020-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;60732;306;72.5
